State,City,Product Name,Price,Company,Location,Rating,Reviews,Product Link
Goa,Margao,"Studer 190SolarHybrid Inverter, Capacity: 4kw","₹ 1,25,000",Sunshine Solar Renewable Energy Solutions,Margao,4.4,4.4,https://www.indiamart.com/proddetail/solar-hybrid-inverter-22107842362.html?pos=6&kwd=solar inverter&tags=rk:T||dt:28|db:01|prc:1|dtp:p|pfs:1|sv:VGP|rsf:gd|prv:125000|ri:VGP_T_50_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Goa,Margao,25 Amp On Gird UTL 675/25A 12V ShamsiSolarInverter,"₹ 5,335",Bhagirathi Electricals,Margao,,,https://www.indiamart.com/proddetail/utl-675-25a-12v-shamsi-solar-inverter-25187754712.html?pos=7&kwd=solar inverter&tags=rk:T||dt:43|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:5335|ri:VGP_T_50_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Goa,Margao,,,DG Enterprises,Margao,,,
Goa,Margao,Su-Kam Brainy Touch - TouchscreenSolarPCU,,Rainbow Automobiles,Margao,5.0,5.0,https://www.indiamart.com/proddetail/su-kam-brainy-touch-touchscreen-solar-pcu-13847993633.html?pos=9&kwd=solar inverter&tags=rk:T||dt:28|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_T_50_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Goa,Margao,,,Bending Bamboos,Margao,,,
Goa,Margao,,"₹ 1,600",Gayatri Electricals,Margao,2.9,2.9,
Goa,Margao,Up to 1500 VA HybridSolarInverter,"₹ 59,000",Esteem Solar Energy,Margao,5.0,5.0,https://www.indiamart.com/proddetail/hybrid-solar-inverter-19433136797.html?pos=12&kwd=solar inverter&tags=rk:TS||dt:83|db:02|prc:1|dtp:p||sv:VGP|rsf:gd|prv:59000|ri:VGP_TS_100_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Goa,Margao,,,Divine Enterprises,Margao,,,
Goa,Margao,Shofar,,Indian Impex,Margao,,,https://www.indiamart.com/proddetail/shofar-2851721819091.html?pos=14&kwd=solar inverter&tags=rk:T||dt:83|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_T_100_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Goa,Margao,Gamma 1000 UtlSolarInverter,"₹ 10,000",Jadhav Industries - Orbit Solar Solutions,Margao,4.4,4.4,https://www.indiamart.com/proddetail/utl-solar-inverter-22716069688.html?pos=15&kwd=solar inverter&tags=rk:A||dt:160|db:04|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:10000|ri:T_A_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Goa,Margao,5 kW K Solare 5G ProSolarInverters,"₹ 32,000",Sneh Enterprises,Margao,5.0,5.0,https://www.indiamart.com/proddetail/k-solare-5g-pro-solar-inverters-2856704723997.html?pos=16&kwd=solar inverter&tags=rk:A||dt:166|db:04|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:32000|ri:M_A_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Goa,Margao,DeyeSolarInverter,"₹ 15,600",Shreya Enterprises,Margao,5.0,5.0,https://www.indiamart.com/proddetail/deye-solar-inverter-2857583725255.html?pos=17&kwd=solar inverter&tags=rk:T||dt:160|db:04|prc:1|dtp:p||sv:M|rsf:gd|prv:15600|ri:M_T_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Goa,Margao,10kW Three Phase On Grid PolycabSolarInverter,"₹ 70,000",Aditya Solar Shop,Margao,,,https://www.indiamart.com/proddetail/10kw-three-phase-on-grid-polycab-solar-inverter-2856425091091.html?pos=18&kwd=solar inverter&tags=rk:T||dt:160|db:04|prc:1|dtp:p||sv:M|rsf:gd|prv:70000|ri:M_T_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Goa,Margao,5 kW X Watt On GridSolarInverter,"₹ 17,000",Mah Engineers,Margao,5.0,5.0,https://www.indiamart.com/proddetail/x-watt-on-grid-solar-inverter-2856011425248.html?pos=19&kwd=solar inverter&tags=rk:T||dt:160|db:04|prc:1|dtp:p||sv:M|rsf:gd|prv:17000|ri:M_T_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Goa,Margao,3 kWSolarOn Grid Inverters Selec,"₹ 15,500",Sensam Automation,Margao,4.2,4.2,https://www.indiamart.com/proddetail/solar-on-grid-inverters-selec-2856508013530.html?pos=20&kwd=solar inverter&tags=rk:T||dt:160|db:04|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:15500|ri:M_T_250_NP-|-res:RC2|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:margao|qr_nm:gl-gd|cs:19182|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,3 kWSolarOn Grid Inverters,"₹ 57,696",JP Enterprises,Bhubaneswar,4.4,4.4,https://www.indiamart.com/proddetail/solar-on-grid-inverters-2853628987262.html?pos=1&kwd=solar inverter&tags=rk:A|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:57696|ri:M_A_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,Single 2kwSolarInverter,"₹ 24,000",Hellocon Engineering Private Limited,Bhubaneswar,4.7,4.7,https://www.indiamart.com/proddetail/2kw-solar-inverter-2855175367462.html?pos=2&kwd=solar inverter&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:24000|ri:T_B_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,1600 VA to 4000 VA Off GridSolarInverter,"₹ 10,000",Anshu Global Power Solutions,Bhubaneswar,5.0,5.0,https://www.indiamart.com/proddetail/off-grid-solar-inverter-2854306497573.html?pos=3&kwd=solar inverter&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:10000|ri:M_B_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Odisha,Bhubaneswar,"24 V MicrotekSolarInverter Battery, 150 Ah","₹ 15,000",Dyna Enterprise,Bhubaneswar,4.1,4.1,https://www.indiamart.com/proddetail/microtek-solar-inverter-battery-23547100097.html?pos=4&kwd=solar inverter&tags=rk:A|plc:1|dt:19|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:15000|ri:T_A_50_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,"solarinverter, off grid , iyro 1450","₹ 6,400",Sustainable Yield Engineering Dynamics Pvt Ltd,Bhubaneswar,5.0,5.0,https://www.indiamart.com/proddetail/solar-inverter-off-grid-iyro-1450-2856235949855.html?pos=5&kwd=solar inverter&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:VGP|rsf:gd|prv:6400|ri:VGP_B_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Odisha,Bhubaneswar,Invergy 8kW Single Phase HybridSolarInverter,"₹ 1,73,827",Invergy India Private Limited,Bhubaneswar,4.1,4.1,https://www.indiamart.com/proddetail/8kw-single-phase-hybrid-solar-inverter-26072239591.html?pos=6&kwd=solar inverter&tags=rk:A|plc:1|dt:1251|db:26|prc:1|dtp:p||sv:L|rsf:gl|prv:173827|ri:L_A_G250_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,15kw HybridSolarInverter,"₹ 3,68,000",RMS Energy Management And Solutions LLP,Bhubaneswar,4.7,4.7,https://www.indiamart.com/proddetail/15kw-hybrid-solar-inverter-2853064823662.html?pos=7&kwd=solar inverter&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:368000|ri:VGP_B_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,Nexus 5kw Inno 8G off gridsolarinverter,"₹ 70,000",Shree Shree Lingaraj Distributors,Bhubaneswar,4.3,4.3,https://www.indiamart.com/proddetail/nexus-5kw-inno-8g-off-grid-solar-inverter-2854373837833.html?pos=8&kwd=solar inverter&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:70000|ri:VGP_B_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,3 kWSolarHybrid Inverter,"₹ 35,000",SMPS Electric Control Private Limited,Bhubaneswar,4.3,4.3,https://www.indiamart.com/proddetail/hybrid-solar-inverter-2853497694691.html?pos=9&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:35000|ri:T_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,7.5KVA/96V LuminiousSolarInverter System,"₹ 77,000",Power Up 2.0,Bhubaneswar,4.3,4.3,https://www.indiamart.com/proddetail/7-5kva-96v-luminious-solar-inverter-system-21724372033.html?pos=10&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p||sv:T|rsf:gd|prv:77000|ri:T_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,500 VA Luminous On GridSolarInverter,"₹ 25,000",Agarwalla Constructions,Bhubaneswar,5.0,5.0,https://www.indiamart.com/proddetail/luminous-on-grid-solar-inverter-2856564005130.html?pos=11&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:25000|ri:T_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Odisha,Bhubaneswar,5kVA UTL Sigma ProSolarHybrid Inverter,"₹ 45,350",Shivom Solar Solutions,Bhubaneswar,,,https://www.indiamart.com/proddetail/5kva-utl-sigma-pro-solar-hybrid-inverter-2857760706512.html?pos=12&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:45350|ri:M_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Odisha,Bhubaneswar,2000VA Luminous NXG 2350SolarInverter,"₹ 8,999",End-User Electronics & Electrical,Bhubaneswar,5.0,5.0,https://www.indiamart.com/proddetail/luminous-nxg-2350-solar-inverter-2856681805548.html?pos=13&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:8999|ri:M_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Odisha,Bhubaneswar,PolycabSolarInverter,"₹ 17,000",Khetan Udyog,Bhubaneswar,,,https://www.indiamart.com/proddetail/polycab-solar-inverter-2857583296162.html?pos=14&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:17000|ri:M_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Odisha,Bhubaneswar,Luminous NXG 850SolarInverter,,Indira Enterprisers,Bhubaneswar,4.2,4.2,https://www.indiamart.com/proddetail/luminous-nxg-850-solar-inverter-2856806409297.html?pos=15&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01||dtp:p|pfs:1|sv:M|rsf:gd||ri:M_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Bhubaneswar,HybridSolarInverter,"₹ 75,000",Arkaya Associates LLP,Bhubaneswar,,,https://www.indiamart.com/proddetail/hybrid-solar-inverter-2857460505648.html?pos=16&kwd=solar inverter&tags=rk:T|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:75000|ri:M_T_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Odisha,Bhubaneswar,Three PhaseSolarInverter,,M.S Agency,Bhubaneswar,,,https://www.indiamart.com/proddetail/three-phase-solar-inverter-2852712426597.html?pos=17&kwd=solar inverter&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Odisha,Bhubaneswar,500 KwSolarInverter,,Solar Sack,Bhubaneswar,3.6,3.6,https://www.indiamart.com/proddetail/500-kw-solar-inverter-2853685222162.html?pos=18&kwd=solar inverter&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=3
Odisha,Bhubaneswar,amaze 1400SolarInverter,"₹ 7,600",Sourav Engineers,Bhubaneswar,,,https://www.indiamart.com/proddetail/solar-inverter-19424548473.html?pos=19&kwd=solar inverter&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:7600|ri:VGP_C_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing
Odisha,Bhubaneswar,"UtlSolarInverter, 3kw","₹ 10,000.08",One Energy,Bhubaneswar,4.3,4.3,https://www.indiamart.com/proddetail/utl-solar-inverter-2856831103255.html?pos=20&kwd=solar inverter&tags=rk:TS|plc:1|dt:3|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:10000.08|ri:M_TS_50_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:bhubaneswar|qr_nm:gl-gd|cs:19751|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:2|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Cuttack,"24 V MicrotekSolarInverter Battery, 150 Ah","₹ 15,000",Dyna Enterprise,Cuttack,4.1,4.1,https://www.indiamart.com/proddetail/microtek-solar-inverter-battery-23547100097.html?pos=1&kwd=solar inverter&tags=rk:A|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:15000|ri:T_A_0_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:cuttack|qr_nm:gl-gd|cs:19298|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Cuttack,3 kWSolarOn Grid Inverters,"₹ 57,696",JP Enterprises,Cuttack,4.4,4.4,https://www.indiamart.com/proddetail/solar-on-grid-inverters-2853628987262.html?pos=2&kwd=solar inverter&tags=rk:A|plc:1|dt:19|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:57696|ri:M_A_50_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:cuttack|qr_nm:gl-gd|cs:19298|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Cuttack,Single 2kwSolarInverter,"₹ 24,000",Hellocon Engineering Private Limited,Cuttack,4.7,4.7,https://www.indiamart.com/proddetail/2kw-solar-inverter-2855175367462.html?pos=3&kwd=solar inverter&tags=rk:B|plc:1|dt:19|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:24000|ri:T_B_50_P-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:cuttack|qr_nm:gl-gd|cs:19298|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=4
Odisha,Cuttack,1600 VA to 4000 VA Off GridSolarInverter,"₹ 10,000",Anshu Global Power Solutions,Cuttack,5.0,5.0,https://www.indiamart.com/proddetail/off-grid-solar-inverter-2854306497573.html?pos=4&kwd=solar inverter&tags=rk:B||dt:19|db:01|prc:1|dtp:p|pfs:1|sv:M|rsf:gd|prv:10000|ri:M_B_50_NP-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:cuttack|qr_nm:gl-gd|cs:19298|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
Odisha,Cuttack,"solarinverter, off grid , iyro 1450","₹ 6,400",Sustainable Yield Engineering Dynamics Pvt Ltd,Cuttack,5.0,5.0,https://www.indiamart.com/proddetail/solar-inverter-off-grid-iyro-1450-2856235949855.html?pos=5&kwd=solar inverter&tags=rk:B||dt:19|db:01|prc:1|dtp:p|pfs:1|sv:VGP|rsf:gd|prv:6400|ri:VGP_B_50_NP-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:cuttack|qr_nm:gl-gd|cs:19298|com-cf:nl|ptrs:na|mc:37066|cat:598|qry_typ:P|lang:en|tyr:3|qrd:251107|mrd:251101|prdt:251109|msf:hs|pfen:1|gli:U0G1I1|gc:Coimbatore|ic:Coimbatore|scw:1|v=4|crs=city-landing|r=5
